labels,z,y,x,z_min,z_max,y_min,y_max,x_min,x_max
509,13,3049,764,13,14,3029,3074,745,782
510,13,1739,2078,12,15,1720,1767,2031,2132
511,13,2184,4938,12,17,2134,2243,4870,5000
512,13,1618,723,12,15,1593,1648,689,766
513,14,3904,4801,13,17,3871,3932,4775,4828
514,14,1674,5290,13,18,1643,1708,5241,5339
515,1,3394,4305,1,4,3373,3412,4282,4335
516,14,2263,3229,13,16,2219,2299,3187,3266
517,12,4144,7863,11,14,4116,4177,7850,7876
518,14,4525,4828,12,18,4484,4562,4801,4858
519,14,1519,4958,13,19,1453,1597,4888,4993
520,14,1536,5030,13,17,1495,1584,5013,5061
521,15,1307,5004,14,20,1219,1402,4959,5049
522,14,1612,2650,13,19,1550,1688,2584,2710
523,14,3942,7294,13,17,3896,3978,7254,7335
524,22,3772,7074,19,27,3725,3829,7034,7128
525,28,3776,7456,27,30,3756,3797,7423,7492
526,12,2677,6626,11,14,2659,2705,6600,6654
527,12,1051,731,11,14,1031,1068,709,764
528,13,903,914,13,15,880,924,895,936
529,13,2372,8594,13,16,2334,2401,8558,8637
530,14,1207,5518,14,16,1186,1242,5476,5564
531,14,1392,881,13,17,1366,1411,844,918
532,13,3967,6291,13,16,3925,4012,6265,6308
533,14,4265,7961,13,16,4229,4302,7935,7985
534,13,3313,6350,12,16,3290,3335,6312,6387
535,16,3289,6272,15,18,3277,3303,6241,6303
536,15,2535,5592,13,19,2471,2574,5552,5650
537,19,2331,5652,18,22,2305,2362,5615,5693
538,15,2140,5136,13,19,2118,2169,5083,5190
539,13,4017,8385,13,15,3985,4048,8356,8419
540,14,4059,8486,14,16,4038,4078,8456,8519
541,18,4223,8274,17,21,4179,4278,8230,8316
542,12,3302,7821,12,14,3282,3325,7801,7846
543,13,4693,3570,13,16,4641,4747,3532,3598
544,14,1811,2319,13,17,1775,1854,2272,2390
545,14,1312,4219,14,17,1294,1337,4208,4234
546,16,1662,4350,15,19,1615,1707,4305,4392
547,15,1947,3142,14,17,1914,1987,3107,3186
548,15,1849,3489,15,18,1834,1871,3439,3531
549,14,2535,3426,14,16,2506,2566,3385,3476
550,14,3280,5428,13,17,3244,3314,5408,5443
551,15,3284,5495,15,18,3266,3307,5453,5541
552,15,3262,5863,14,17,3210,3316,5822,5893
553,15,3190,5765,15,18,3150,3226,5712,5804
554,15,2313,5302,14,17,2292,2331,5263,5346
555,17,2178,5280,16,20,2121,2223,5234,5327
556,15,2043,5663,14,17,2023,2066,5649,5682
557,17,1983,6274,16,20,1930,2035,6221,6339
558,15,901,5844,14,17,833,958,5822,5878
559,16,1087,5600,15,18,1056,1120,5577,5629
560,14,1312,7952,14,16,1293,1340,7921,7985
561,17,1314,7815,17,20,1289,1339,7758,7875
562,16,1083,8166,15,19,1057,1113,8117,8226
563,16,2142,8289,15,18,2103,2173,8251,8324
564,18,2451,7831,16,23,2390,2486,7746,7904
565,14,4449,8384,14,18,4403,4502,8351,8413
566,14,4371,6421,13,17,4338,4413,6363,6462
567,17,4437,6478,16,20,4400,4459,6436,6526
568,21,4479,6260,20,24,4435,4522,6206,6304
569,16,4338,5665,15,19,4319,4362,5615,5717
570,15,4281,5622,14,19,4244,4314,5575,5677
571,15,2241,6181,14,18,2204,2286,6142,6217
572,14,2082,5757,14,16,2064,2103,5740,5776
573,18,800,1442,18,21,765,842,1405,1499
574,13,1771,6449,13,15,1709,1830,6420,6486
575,14,2073,4282,14,17,2023,2138,4242,4328
576,15,1952,4565,15,17,1942,1962,4548,4584
577,14,2283,956,13,16,2237,2328,909,995
578,16,2527,6790,15,19,2498,2551,6763,6819
579,17,2466,6790,17,20,2440,2498,6749,6834
580,13,2480,2954,12,15,2455,2513,2924,2995
581,15,1623,3727,14,17,1612,1634,3693,3760
582,13,1673,1230,13,16,1659,1689,1204,1261
583,13,2045,1488,12,16,2014,2078,1445,1529
584,15,2959,628,14,19,2914,3003,596,676
585,14,3050,855,14,17,3027,3077,825,880
586,15,2958,1170,14,17,2924,2986,1133,1203
587,14,3746,4338,14,16,3721,3772,4319,4356
588,14,3828,4280,14,16,3797,3868,4260,4301
589,14,1181,5887,14,16,1144,1221,5855,5918
590,13,917,4796,13,15,891,942,4775,4821
591,15,1132,2427,15,17,1106,1157,2405,2454
592,15,2110,7482,14,19,2077,2145,7452,7514
593,15,2367,5786,13,19,2345,2395,5749,5823
594,15,2563,3682,15,17,2528,2598,3643,3716
595,16,1055,2006,15,18,1021,1100,1947,2084
596,15,2776,1180,15,17,2762,2795,1129,1224
597,15,2650,132,15,17,2614,2689,105,161
598,16,3169,493,15,19,3129,3205,458,533
599,15,2088,2216,14,17,2059,2117,2180,2254
600,17,2629,4177,15,21,2611,2647,4139,4225
601,16,2770,5212,15,18,2747,2804,5165,5257
602,15,2739,5552,15,16,2710,2774,5531,5578
603,14,2942,5831,14,17,2903,2979,5813,5844
604,15,3453,6841,14,19,3421,3479,6780,6897
605,15,3745,7599,15,17,3703,3793,7555,7640
606,15,5102,7102,15,18,5082,5130,7067,7135
607,15,5243,7600,15,16,5233,5253,7571,7631
608,13,5285,8304,13,16,5254,5321,8285,8325
609,15,5276,7788,15,16,5254,5293,7750,7824
610,15,5176,8011,15,16,5147,5209,7976,8050
611,15,5081,8213,15,16,5056,5109,8192,8236
612,15,5307,7928,15,16,5287,5330,7913,7948
613,15,4867,8378,15,16,4853,4882,8328,8424
614,15,4954,7250,15,16,4934,4978,7226,7272
615,15,3949,6722,14,18,3921,3977,6693,6752
616,17,3665,6290,16,20,3632,3703,6258,6333
617,15,3352,4704,15,16,3330,3378,4666,4740
618,15,4629,6955,15,16,4605,4651,6940,6977
619,17,4651,6470,15,20,4618,4682,6427,6514
620,16,4679,6319,15,20,4637,4714,6297,6347
621,14,4658,5516,13,16,4645,4674,5491,5540
622,16,4614,5441,15,19,4601,4630,5412,5474
623,13,3318,3605,12,16,3268,3367,3582,3622
624,17,3187,3498,15,21,3143,3248,3469,3533
625,15,927,8312,15,16,904,951,8290,8336
626,14,2971,7457,14,17,2943,3002,7432,7485
627,15,5095,5125,15,16,5067,5124,5111,5141
628,16,2113,131,15,19,2030,2189,86,168
629,15,2292,233,15,17,2240,2337,196,282
630,18,2523,297,18,19,2508,2541,256,340
631,15,1976,1753,15,17,1953,2005,1720,1794
632,17,1608,5679,16,20,1544,1657,5639,5707
633,17,1721,5171,16,19,1671,1771,5135,5221
634,15,1821,5114,15,16,1809,1834,5100,5130
635,15,1789,5264,14,17,1774,1810,5249,5282
636,16,1727,5342,16,18,1719,1737,5313,5370
637,14,1687,5084,14,17,1663,1716,5061,5108
638,14,1914,6847,14,16,1883,1946,6822,6871
639,14,5118,6511,13,16,5098,5143,6462,6574
640,15,5002,3992,15,16,4979,5025,3973,4011
641,15,793,6351,15,17,760,837,6323,6378
642,14,3801,8524,14,16,3762,3835,8503,8543
643,15,4397,8485,15,16,4384,4411,8465,8507
644,16,2908,4080,16,17,2879,2938,4060,4100
645,16,384,618,16,17,355,415,589,649
646,16,900,446,16,17,891,913,419,474
647,16,827,584,16,17,813,844,571,597
648,16,877,802,16,17,866,889,774,832
649,16,1457,441,16,17,1424,1493,422,466
650,16,1416,780,16,17,1397,1438,761,801
651,16,1682,315,16,17,1672,1698,288,346
652,16,1855,680,16,17,1835,1870,655,710
653,17,1041,1194,16,21,1010,1077,1147,1248
654,16,1116,1774,16,17,1098,1136,1765,1784
655,17,1856,1393,16,19,1837,1874,1356,1427
656,16,2545,1425,15,19,2528,2567,1399,1461
657,15,2358,2942,14,17,2319,2388,2926,2962
658,17,1133,3611,16,20,1113,1168,3535,3664
659,16,1890,3971,16,19,1881,1904,3934,4008
660,17,3134,3944,16,21,3098,3176,3899,3993
661,15,3828,3837,15,18,3807,3852,3809,3874
662,17,971,5241,16,19,955,989,5214,5266
663,17,773,5212,16,19,753,799,5184,5238
664,16,961,4773,16,18,940,981,4759,4787
665,17,2109,4813,16,19,2076,2151,4774,4854
666,17,4335,5263,16,20,4312,4355,5206,5312
667,15,3783,5666,15,18,3761,3806,5653,5686
668,16,1556,6075,15,18,1529,1585,6065,6087
669,17,3907,7140,16,20,3873,3933,7109,7171
670,18,3188,7186,15,23,3140,3229,7110,7251
671,16,2792,7036,16,19,2772,2811,7005,7070
672,15,2158,7424,15,17,2128,2204,7394,7445
673,17,3564,7770,16,20,3510,3608,7731,7816
674,15,862,7911,15,17,818,917,7898,7925
675,15,795,7204,15,17,763,827,7190,7218
676,15,1205,7765,15,17,1176,1235,7736,7796
677,19,1840,3964,19,22,1793,1881,3942,3986
678,20,1899,4081,17,24,1865,1930,4037,4129
679,18,1605,3929,17,20,1582,1632,3890,3956
680,19,4647,3582,17,23,4599,4707,3522,3634
681,18,2998,3946,17,22,2974,3022,3900,4004
682,20,3013,4070,19,22,2995,3030,4051,4093
683,21,3987,4429,17,25,3865,4096,4369,4489
684,20,4453,5555,17,25,4391,4511,5498,5617
685,17,4851,5034,17,18,4831,4873,5023,5047
686,17,4857,4614,17,18,4825,4891,4605,4625
687,18,3805,5213,17,20,3766,3843,5177,5249
688,18,1593,5451,17,22,1535,1658,5392,5532
689,17,1787,6550,17,20,1751,1814,6516,6588
690,20,1503,6087,19,22,1467,1534,6045,6132
691,18,3937,6537,17,21,3882,3988,6519,6567
692,15,4038,7756,15,18,4009,4064,7732,7778
693,17,3529,7293,16,21,3497,3562,7253,7325
694,18,3054,7358,17,21,3014,3093,7306,7408
695,18,3206,7619,17,21,3141,3257,7599,7641
696,19,2562,7467,17,22,2511,2617,7428,7503
697,18,1615,8269,17,22,1555,1665,8211,8333
698,19,1866,8703,18,22,1812,1908,8664,8767
699,16,1482,8662,14,19,1426,1534,8619,8710
700,17,2132,8793,17,20,2097,2181,8754,8834
701,17,4911,6942,17,19,4886,4939,6914,6972
702,17,4384,9381,17,18,4316,4449,9362,9410
703,18,828,1718,18,21,809,850,1681,1761
704,20,761,1674,18,24,698,814,1628,1731
705,18,1522,1154,18,21,1503,1543,1110,1205
706,18,1759,831,18,20,1729,1805,773,880
707,18,2314,1375,18,20,2280,2351,1347,1404
708,19,2391,849,18,22,2340,2421,789,896
709,18,2462,1031,18,21,2406,2527,967,1088
710,18,2728,912,18,21,2707,2757,891,940
711,18,2831,295,18,19,2819,2845,258,334
712,18,2078,257,18,19,2060,2099,236,280
713,19,2615,1460,18,22,2564,2657,1413,1505
714,18,1883,2034,17,21,1850,1916,2004,2069
715,18,1963,1980,18,21,1945,1986,1938,2025
716,18,2440,1327,18,20,2403,2486,1274,1380
717,21,1256,2611,18,25,1152,1335,2536,2707
718,18,2119,3095,18,21,2102,2142,3056,3137
719,19,3050,3380,18,23,3003,3100,3313,3471
720,21,2369,3277,18,26,2292,2448,3212,3315
721,18,2481,3644,17,20,2441,2523,3626,3662
722,19,3149,4501,18,21,3103,3196,4459,4539
723,20,2867,4500,18,24,2806,2924,4458,4549
724,20,2746,4272,18,24,2712,2792,4241,4310
725,21,2743,4622,19,24,2696,2781,4586,4646
726,19,2339,4461,18,22,2299,2392,4405,4512
727,18,995,4657,18,20,940,1044,4600,4707
728,19,1031,4950,18,22,986,1073,4919,4984
729,19,1452,6759,18,22,1423,1483,6725,6791
730,18,1068,7092,18,20,1022,1119,7049,7135
731,18,1569,7366,18,20,1509,1624,7319,7423
732,18,1312,7382,18,21,1272,1349,7354,7418
733,18,1451,7161,18,21,1425,1476,7126,7188
734,19,1350,7026,18,22,1276,1428,6968,7112
735,18,3462,7157,18,21,3430,3493,7136,7182
736,20,3798,7573,18,25,3761,3832,7542,7604
737,18,5044,7530,18,20,5020,5069,7503,7560
738,19,4982,7620,18,22,4955,5003,7573,7677
739,19,4942,7395,19,22,4912,4974,7339,7457
740,24,4929,7483,23,28,4894,4966,7448,7532
741,17,4879,7186,17,19,4851,4901,7150,7223
742,18,4715,7551,18,20,4670,4757,7522,7577
743,18,4521,6812,18,20,4490,4566,6778,6845
744,17,4395,5812,17,20,4335,4447,5740,5886
745,19,4098,5738,17,22,4068,4133,5705,5770
746,18,4477,4674,18,20,4441,4508,4648,4700
747,18,2879,5073,18,21,2856,2906,5037,5107
748,19,1072,914,18,22,1049,1115,871,954
749,17,1145,2002,16,19,1115,1179,1950,2056
750,18,2508,651,18,19,2493,2522,635,670
751,18,935,7215,18,19,925,946,7189,7244
752,21,2288,1906,19,25,2247,2336,1878,1936
753,23,1821,2360,19,29,1774,1871,2281,2424
754,19,3245,3693,19,21,3226,3276,3645,3742
755,19,3518,3758,19,22,3501,3543,3726,3796
756,20,4489,4086,20,22,4468,4512,4057,4119
757,20,4822,4491,19,22,4793,4856,4450,4524
758,19,4883,4668,19,21,4841,4921,4643,4715
759,20,4625,4627,20,23,4591,4660,4573,4676
760,21,1795,4555,19,25,1763,1830,4494,4622
761,21,2491,5048,18,27,2463,2512,4982,5128
762,19,3177,5505,18,21,3142,3215,5463,5548
763,18,4937,5549,17,21,4919,4952,5501,5595
764,20,5078,6645,19,23,5037,5122,6606,6681
765,20,5167,6989,19,24,5123,5207,6949,7023
766,19,4094,6915,18,22,4055,4134,6889,6938
767,20,2518,6147,19,23,2487,2546,6098,6184
768,19,2633,6397,18,22,2611,2657,6330,6452
769,19,2908,6692,18,21,2840,2993,6645,6720
770,18,3430,6711,18,20,3385,3489,6681,6742
771,18,1230,7199,18,20,1213,1246,7169,7229
772,20,1380,7372,20,22,1359,1404,7352,7396
773,20,1655,6596,19,23,1629,1686,6562,6630
774,19,5193,7488,19,20,5175,5211,7469,7511
775,22,3988,7388,19,28,3938,4040,7359,7429
776,21,3671,7959,20,24,3621,3728,7903,8039
777,22,4408,7633,22,24,4342,4487,7592,7664
778,18,2442,7959,17,20,2393,2485,7935,7984
779,18,1686,7779,18,20,1656,1718,7749,7816
780,19,1530,8974,19,21,1508,1554,8945,9009
781,19,1816,7761,19,21,1801,1832,7742,7781
782,17,4494,5276,16,20,4474,4519,5243,5304
783,21,1752,1945,20,24,1732,1769,1916,1989
784,20,4834,3357,20,21,4823,4849,3321,3394
785,21,1924,3629,20,23,1892,1965,3595,3669
786,21,2044,4438,19,26,1999,2073,4355,4510
787,18,2712,4578,17,20,2695,2740,4550,4606
788,21,2489,5204,20,24,2478,2504,5151,5246
789,20,2283,5502,19,22,2260,2309,5471,5539
790,21,2431,6378,20,23,2409,2456,6355,6398
791,21,4693,6075,20,24,4656,4732,6022,6132
792,20,1403,5800,19,22,1373,1443,5776,5834
793,20,4728,5922,20,22,4706,4755,5883,5956
794,21,5460,8105,20,24,5436,5486,8074,8142
795,20,5404,8291,20,22,5380,5434,8273,8310
796,23,5542,7880,22,27,5518,5586,7816,7957
797,21,5192,7053,20,23,5162,5228,7017,7091
798,21,3140,6982,20,24,3110,3174,6951,7023
799,20,3128,6723,18,22,3091,3176,6677,6786
800,20,2136,9090,20,22,2104,2166,9073,9105
801,19,2231,8763,18,21,2206,2258,8736,8790
802,20,1946,7070,19,23,1925,1976,7027,7114
803,21,2049,7012,20,24,2015,2087,6966,7055
804,21,2067,6594,20,24,2035,2115,6551,6637
805,23,1574,1957,20,29,1491,1651,1915,1988
806,20,4281,8917,20,21,4264,4303,8879,8955
807,19,1207,5869,18,21,1162,1264,5804,5933
808,19,3871,3723,19,21,3836,3907,3693,3752
809,19,2029,1180,19,21,1996,2056,1161,1202
810,20,2996,7665,20,22,2963,3033,7639,7692
811,22,1798,1095,21,24,1744,1844,1052,1137
812,22,2224,1418,21,25,2166,2285,1402,1436
813,21,1902,1828,21,23,1877,1932,1805,1851
814,22,1500,2077,21,25,1465,1539,2000,2154
815,24,1263,2763,21,29,1208,1315,2675,2846
816,21,4231,4504,21,24,4189,4285,4479,4528
817,22,1936,4223,21,25,1921,1956,4168,4276
818,22,1646,4390,21,25,1623,1671,4357,4427
819,26,1511,4031,23,31,1481,1576,3969,4095
820,22,3465,4780,21,25,3421,3516,4730,4838
821,22,4711,4462,21,24,4675,4737,4393,4512
822,22,3985,4880,21,24,3948,4020,4835,4916
823,21,3882,5367,21,23,3851,3910,5338,5403
825,23,4085,5326,22,26,4030,4128,5267,5396
826,22,3757,5600,22,25,3716,3801,5576,5627
827,21,1509,5854,21,24,1483,1543,5823,5895
828,22,2363,5914,21,24,2329,2401,5893,5937
829,21,4514,5111,21,24,4485,4537,5089,5139
830,21,4000,4701,21,24,3948,4072,4659,4742
831,23,3813,4132,22,26,3777,3854,4075,4178
832,22,4808,3986,21,25,4750,4856,3910,4056
833,21,4740,4911,21,24,4711,4771,4877,4938
834,22,2354,5858,21,25,2302,2410,5832,5889
835,22,3407,5809,21,25,3380,3433,5786,5829
836,21,5180,6077,21,23,5150,5206,6040,6115
837,21,4305,6718,21,24,4288,4326,6680,6758
838,20,3491,6857,20,23,3449,3531,6810,6905
839,23,3374,6645,21,26,3350,3415,6585,6699
840,22,3062,7411,21,26,3027,3100,7382,7451
841,21,2437,6869,20,23,2410,2461,6847,6898
842,22,5168,8008,21,24,5130,5207,7946,8057
843,22,1973,8063,21,25,1953,1992,8024,8109
844,20,4546,3942,19,22,4507,4599,3897,3999
845,21,2283,2014,21,23,2258,2309,1988,2040
846,21,4557,7566,21,23,4510,4590,7529,7597
847,21,2764,712,21,22,2734,2795,701,728
848,22,874,1164,22,25,841,915,1134,1211
849,23,1299,1621,22,28,1275,1341,1553,1681
850,22,1573,1622,21,25,1531,1606,1583,1661
851,22,1558,1837,21,25,1537,1577,1799,1869
852,22,1885,1329,21,24,1868,1900,1306,1354
853,22,1965,1758,21,25,1922,2014,1727,1793
854,23,1815,1690,22,26,1760,1876,1625,1743
855,22,4847,3346,22,24,4835,4861,3308,3385
856,22,3867,3667,22,23,3821,3918,3642,3698
857,22,3422,3599,22,25,3397,3450,3580,3625
858,23,3127,3700,22,26,3092,3156,3656,3754
859,23,1736,3300,22,27,1695,1779,3259,3326
860,24,1790,3112,22,27,1690,1855,3080,3142
861,22,1926,3770,22,25,1910,1954,3734,3804
862,22,1503,3605,22,25,1473,1536,3569,3653
863,27,1414,3484,23,32,1346,1489,3450,3526
864,22,5088,3716,22,23,5075,5101,3679,3756
865,22,3886,4263,22,25,3859,3909,4236,4299
866,23,2801,4886,22,27,2754,2852,4833,4947
867,23,1564,4641,23,26,1544,1582,4612,4671
868,24,1510,4393,23,26,1467,1542,4374,4410
869,23,2050,5461,22,27,2012,2086,5422,5481
870,24,3392,5620,22,27,3367,3414,5575,5663
871,25,4202,5453,22,30,4164,4243,5389,5516
872,22,5459,5209,22,23,5422,5500,5188,5232
873,22,5444,6279,22,23,5421,5468,6264,6292
874,22,5331,6119,22,24,5310,5352,6108,6129
875,22,5430,6712,22,24,5392,5460,6687,6743
876,24,3814,6304,22,27,3740,3912,6254,6389
877,22,2751,6516,21,25,2696,2795,6466,6554
878,22,2716,5851,22,24,2706,2728,5830,5873
879,23,2254,6133,22,26,2225,2280,6069,6184
880,23,1583,6225,22,25,1566,1603,6176,6267
881,23,2443,7513,22,27,2377,2499,7485,7558
882,23,1911,6933,22,25,1883,1945,6905,6975
883,22,2129,7423,22,24,2103,2180,7381,7464
884,23,2389,7744,22,26,2310,2472,7682,7816
885,24,2757,7473,22,27,2700,2818,7441,7509
886,23,2993,7120,22,26,2981,3006,7084,7157
887,23,3323,7061,22,26,3267,3385,6960,7134
888,23,3915,7703,22,26,3882,3956,7661,7740
889,24,4721,7208,22,29,4675,4782,7134,7272
890,25,5322,7776,22,29,5287,5356,7722,7832
891,22,2225,8126,22,25,2198,2258,8095,8165
892,22,2010,8685,22,24,1969,2045,8652,8719
893,22,2144,9445,22,23,2121,2170,9413,9480
894,22,5855,7457,22,23,5844,5872,7434,7481
895,24,2453,962,23,27,2436,2470,913,1007
896,23,2644,970,22,25,2607,2683,928,1011
897,24,2798,1374,23,26,2759,2844,1333,1419
898,28,2796,1170,25,33,2738,2936,1077,1240
899,25,981,2859,23,30,922,1035,2777,2950
900,24,4723,3141,23,27,4680,4764,3115,3171
901,24,4902,3104,23,26,4875,4925,3061,3139
902,23,5016,3780,23,26,4991,5048,3753,3809
903,24,3928,3543,23,27,3893,3956,3516,3570
904,22,3311,3648,22,24,3273,3348,3626,3670
905,24,2214,3579,23,28,2171,2255,3559,3604
906,25,2124,3859,23,28,2090,2164,3821,3917
907,23,2122,3551,23,25,2097,2147,3525,3582
908,23,1197,3531,23,25,1176,1225,3508,3562
909,25,4613,5224,22,29,4543,4669,5177,5282
910,23,4822,5518,23,24,4803,4842,5506,5532
911,25,3919,5424,23,28,3894,3938,5374,5464
912,24,2853,5405,23,26,2833,2878,5385,5431
913,26,2778,5686,25,28,2754,2803,5666,5706
914,24,2480,5954,23,26,2457,2504,5909,5989
915,23,1808,5247,23,25,1791,1834,5229,5266
916,25,2576,6613,24,27,2529,2619,6577,6646
917,25,3147,6478,23,28,3108,3179,6451,6505
918,24,3339,6384,23,26,3311,3388,6322,6484
919,25,3966,6261,23,29,3926,4020,6224,6301
920,25,5205,6769,23,27,5157,5278,6723,6825
921,24,3791,6811,22,27,3771,3809,6765,6860
922,24,3318,7361,23,27,3264,3360,7317,7402
923,23,2688,7424,23,25,2669,2715,7403,7451
924,24,4043,7894,23,27,4014,4069,7866,7926
925,22,5236,7427,22,25,5190,5291,7398,7472
926,23,4780,6834,22,25,4756,4800,6798,6880
927,24,4702,6464,24,27,4657,4745,6452,6476
928,24,2247,132,24,25,2227,2268,121,144
929,24,2334,310,24,26,2314,2357,268,353
930,24,2433,148,24,26,2401,2462,114,181
931,24,2707,200,24,26,2674,2736,173,226
932,25,2709,412,25,26,2686,2738,390,429
933,24,2512,517,24,26,2471,2558,471,557
934,24,3157,482,24,26,3106,3209,421,550
935,23,2004,895,23,25,1978,2042,867,918
936,25,1033,1740,24,29,1002,1068,1694,1770
937,25,1309,1800,24,27,1288,1332,1762,1843
938,25,1878,2006,23,28,1840,1916,1967,2041
939,24,2296,1569,24,27,2259,2332,1531,1626
940,25,1698,3857,24,29,1657,1736,3814,3922
941,24,1904,3446,24,26,1883,1928,3428,3465
942,26,2509,3609,24,29,2487,2530,3569,3646
943,26,3405,3919,25,29,3387,3424,3877,3955
944,24,4644,4408,24,27,4626,4664,4386,4438
945,27,4636,4475,24,31,4571,4668,4415,4533
946,24,5301,4059,24,25,5277,5327,4047,4072
947,25,4234,5044,24,28,4201,4273,5008,5089
948,26,3715,4959,24,29,3688,3743,4923,4996
949,25,2776,5260,24,28,2753,2801,5241,5288
950,24,2439,5432,24,27,2403,2486,5375,5485
951,24,1939,5105,23,27,1925,1952,5039,5162
952,24,1367,5052,24,25,1338,1398,5037,5067
953,25,1797,4638,24,28,1761,1834,4582,4690
954,24,1600,6402,24,25,1592,1609,6387,6420
955,23,2456,5763,23,25,2416,2505,5718,5811
956,25,4697,6186,24,28,4645,4746,6159,6221
957,27,5468,5954,24,31,5365,5560,5905,6003
958,24,4280,6785,24,26,4242,4317,6753,6809
959,24,3385,7196,24,26,3359,3414,7159,7231
960,26,2465,8066,25,30,2452,2480,8026,8103
961,24,2547,359,24,25,2529,2568,322,398
962,24,6016,7529,24,26,5986,6043,7500,7559
963,24,5837,7830,23,26,5809,5869,7810,7857
964,24,5325,8338,24,26,5270,5390,8310,8373
965,27,973,2601,24,30,912,1049,2568,2645
966,24,5063,2872,24,25,5045,5082,2849,2899
967,24,4531,4138,24,26,4502,4561,4112,4163
968,24,2963,6581,24,25,2955,2974,6567,6597
969,27,3395,660,25,33,3317,3453,595,719
970,26,2009,2152,25,28,1976,2046,2111,2194
971,26,2278,3451,25,30,2241,2307,3389,3504
972,25,2843,3703,24,28,2827,2863,3672,3736
973,26,2539,3210,25,29,2509,2576,3172,3258
974,29,2647,3661,27,34,2620,2674,3607,3721
975,26,2712,3526,26,28,2690,2739,3500,3554
976,25,3828,3877,25,28,3803,3855,3840,3918
977,26,4313,4190,25,29,4266,4361,4173,4210
978,25,4947,4330,25,26,4915,4987,4278,4377
979,25,5099,4420,24,28,5034,5153,4397,4443
980,25,5225,4698,25,27,5209,5241,4673,4722
981,27,5052,4784,26,30,5016,5076,4744,4820
982,25,4546,4879,25,27,4534,4562,4860,4897
983,25,3836,4892,24,27,3804,3879,4869,4914
984,25,2971,4507,23,29,2914,3019,4473,4548
985,27,2948,5075,25,30,2884,3020,5038,5109
986,25,3794,5274,25,27,3759,3838,5248,5300
987,26,2496,4525,24,29,2478,2519,4489,4573
